 id ,CompanySize,CompanyType,CompetePeers,DeveloperType,HaveAssembly,HaveC,HaveC#,HaveC++,HaveJava,HaveJavaScript,HaveObjective-C,HavePHP,HavePerl,HavePython,HaveR,HaveRuby,HaveSQL,HaveSwift,HaveTypeScript,HaveVB.NET,HaveVBA,JobSatisfaction,MajorUndergrad,Salary,WantAssembly,WantC,WantC#,WantC++,WantJava,WantJavaScript,WantObjective-C,WantPHP,WantPerl,WantPython,WantR,WantRuby,WantSQL,WantSwift,WantTypeScript,WantVB.NET,WantVBA
45179,100 to 499 employees,Privately-held limited company not in startup mode,Strongly agree,Web developer,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,Computer science or software engineering,60001-70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45183,100 to 499 employees,Venture-funded startup,Strongly disagree,Web developer,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,8,Computer science or software engineering,30001-40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45186,20 to 99 employees,Privately-held limited company not in startup mode,Strongly agree,Web developer,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,6,Computer science or software engineering,90001-100000,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
45190,100 to 499 employees,Venture-funded startup,Disagree,Web developer,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,Computer science or software engineering,60001-70000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45194,20 to 99 employees,Venture-funded startup,Somewhat agree,Embedded applications/devices developer,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,8,Computer science or software engineering,60001-70000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
45196,10000 or more employees,Publicly-traded corporation,Somewhat agree,Web developer,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,8,Computer science or software engineering,120001-130000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45207,10000 or more employees,Publicly-traded corporation,Agree,Embedded applications/devices developer,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,7,Computer science or software engineering,140001-150000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45238,100 to 499 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,8,Computer science or software engineering,40001-50000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45243,Fewer than 10 employees,Pre-series A startup,Agree,Embedded applications/devices developer,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Computer engineering or electrical/electronics engineering,30001-40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45276,10000 or more employees,Publicly-traded corporation,Agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,Computer science or software engineering,90001-100000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45279,Fewer than 10 employees,Venture-funded startup,Somewhat agree,Web developer,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,6,A business discipline,30001-40000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
45286,1000 to 4999 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,7,Computer science or software engineering,1-10000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45291,1000 to 4999 employees,Privately-held limited company not in startup mode,Strongly disagree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,7,Computer science or software engineering,1-10000,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1
45293,Fewer than 10 employees,Sole proprietorship or partnership not in startup mode,Disagree,Web developer,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,Computer programming or Web development,20001-30000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45296,100 to 499 employees,Privately-held limited company not in startup mode,Agree,Mobile developer,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,Computer science or software engineering,20001-30000,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
45297,100 to 499 employees,Sole proprietorship or partnership not in startup mode,Disagree,Web developer,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9,Computer programming or Web development,10001-20000,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
45313,5000 to 9999 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,Computer engineering or electrical/electronics engineering,10001-20000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
45318,1000 to 4999 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,2,Computer science or software engineering,40001-50000,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0
45325,500 to 999 employees,Publicly-traded corporation,Agree,Mobile developer,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,Computer science or software engineering,30001-40000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45326,100 to 499 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,5,Information technology networking or system administration,1-10000,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
45330,1000 to 4999 employees,Government agency or public school/university,Disagree,Mobile developer,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Computer science or software engineering,1-10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45334,1000 to 4999 employees,Publicly-traded corporation,Agree,Web developer,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,9,Mathematics or statistics,120001-130000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
45335,100 to 499 employees,Privately-held limited company not in startup mode,Somewhat agree,Desktop applications developer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,Computer science or software engineering,1-10000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45339,10 to 19 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,5,Computer science or software engineering,30001-40000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
45347,20 to 99 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,A humanities discipline,100001-110000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
45356,5000 to 9999 employees,Publicly-traded corporation,Strongly agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,7,Management information systems,100001-110000,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
45384,10000 or more employees,Publicly-traded corporation,Somewhat agree,Web developer,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,10,Computer science or software engineering,160001-170000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
45389,10 to 19 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,8,Computer science or software engineering,100001-110000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45394,Fewer than 10 employees,Venture-funded startup,Disagree,Web developer,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,7,Information technology networking or system administration,10001-20000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45403,10 to 19 employees,Sole proprietorship or partnership not in startup mode,Disagree,Web developer,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,10,Computer science or software engineering,20001-30000,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0
45409,20 to 99 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,Computer science or software engineering,60001-70000,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
45416,100 to 499 employees,Sole proprietorship or partnership not in startup mode,Strongly disagree,Database administrator,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Something else,110001-120000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45420,20 to 99 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,Computer science or software engineering,70001-80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45427,10000 or more employees,Privately-held limited company not in startup mode,Strongly agree,Web developer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,Computer engineering or electrical/electronics engineering,1-10000,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0
45429,100 to 499 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,8,A humanities discipline,130001-140000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
45431,100 to 499 employees,Venture-funded startup,Agree,Web developer,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,7,Computer science or software engineering,30001-40000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45433,100 to 499 employees,Privately-held limited company not in startup mode,Strongly agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,9,Computer science or software engineering,100001-110000,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0
45436,10000 or more employees,Publicly-traded corporation,Somewhat agree,Developer with a statistics or mathematics background,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,7,Computer science or software engineering,140001-150000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
45438,100 to 499 employees,Privately-held limited company not in startup mode,Strongly disagree,Web developer,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,4,Information technology networking or system administration,30001-40000,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0
45442,5000 to 9999 employees,Publicly-traded corporation,Disagree,Other,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,Computer science or software engineering,30001-40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45443,10000 or more employees,Publicly-traded corporation,Strongly disagree,Web developer,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,Information technology networking or system administration,170001-180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45450,5000 to 9999 employees,Publicly-traded corporation,Disagree,Web developer,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,6,Computer programming or Web development,90001-100000,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
45457,100 to 499 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,Computer science or software engineering,40001-50000,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45460,10000 or more employees,Publicly-traded corporation,Strongly disagree,Web developer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,A social science,90001-100000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
45463,Fewer than 10 employees,Sole proprietorship or partnership not in startup mode,Disagree,Web developer,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,6,A natural science,30001-40000,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
45470,20 to 99 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,Computer science or software engineering,100001-110000,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
45471,100 to 499 employees,Publicly-traded corporation,Disagree,Web developer,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,Computer science or software engineering,80001-90000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
45474,5000 to 9999 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,Computer science or software engineering,70001-80000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45476,10000 or more employees,Publicly-traded corporation,Somewhat agree,Web developer,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,Computer science or software engineering,90001-100000,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
45487,20 to 99 employees,Publicly-traded corporation,Somewhat agree,Web developer,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,8,Computer science or software engineering,50001-60000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45488,20 to 99 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,5,Computer science or software engineering,140001-150000,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
45506,10 to 19 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,I never declared a major,30001-40000,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
45522,Fewer than 10 employees,Pre-series A startup,Strongly disagree,Developer with a statistics or mathematics background,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,8,Computer science or software engineering,120001-130000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45523,20 to 99 employees,Privately-held limited company not in startup mode,Strongly disagree,Web developer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Computer science or software engineering,90001-100000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45525,20 to 99 employees,Venture-funded startup,Strongly disagree,Web developer,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,8,Computer science or software engineering,90001-100000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45527,20 to 99 employees,Privately-held limited company not in startup mode,Disagree,Web developer,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,7,Computer science or software engineering,20001-30000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45529,10000 or more employees,Publicly-traded corporation,Strongly disagree,Other,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,8,Information technology networking or system administration,90001-100000,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
45539,10000 or more employees,Government agency or public school/university,Disagree,Web developer,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,7,A business discipline,90001-100000,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0
45554,100 to 499 employees,Something else,Somewhat agree,Web developer,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,7,Management information systems,40001-50000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45556,10000 or more employees,Publicly-traded corporation,Disagree,Desktop applications developer,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Information technology networking or system administration,70001-80000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45560,10 to 19 employees,Privately-held limited company not in startup mode,Strongly disagree,Web developer,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,8,Computer science or software engineering,80001-90000,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
45562,20 to 99 employees,Privately-held limited company not in startup mode,Somewhat agree,Mobile developer,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,8,Computer science or software engineering,50001-60000,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
45567,10000 or more employees,Publicly-traded corporation,Disagree,Web developer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,A humanities discipline,30001-40000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45571,20 to 99 employees,Venture-funded startup,Disagree,Web developer,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,8,Computer programming or Web development,80001-90000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45578,Fewer than 10 employees,Venture-funded startup,Agree,Web developer,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,9,Computer engineering or electrical/electronics engineering,1-10000,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
45582,10000 or more employees,Privately-held limited company not in startup mode,Agree,Machine learning specialist,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,10,Computer science or software engineering,120001-130000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
45583,1000 to 4999 employees,Publicly-traded corporation,Strongly agree,Embedded applications/devices developer,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6,Computer science or software engineering,90001-100000,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
45585,20 to 99 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,6,Computer science or software engineering,50001-60000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45586,100 to 499 employees,Sole proprietorship or partnership not in startup mode,Somewhat agree,Web developer,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,8,Computer engineering or electrical/electronics engineering,20001-30000,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
45588,100 to 499 employees,Privately-held limited company not in startup mode,Disagree,DevOps specialist,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8,A natural science,70001-80000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45589,1000 to 4999 employees,Publicly-traded corporation,Somewhat agree,Web developer,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,8,A non-computer-focused engineering discipline,110001-120000,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
45593,100 to 499 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,Computer science or software engineering,90001-100000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
45595,20 to 99 employees,Something else,Disagree,Web developer,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,9,Computer science or software engineering,30001-40000,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
45607,10000 or more employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,6,Computer science or software engineering,1-10000,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0
45623,10 to 19 employees,Venture-funded startup,Disagree,Web developer,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,9,A non-computer-focused engineering discipline,90001-100000,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
45635,Fewer than 10 employees,Sole proprietorship or partnership not in startup mode,Strongly disagree,Web developer,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,9,Computer science or software engineering,120001-130000,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
45636,10 to 19 employees,Pre-series A startup,Agree,Web developer,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,Computer science or software engineering,130001-140000,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0
45639,20 to 99 employees,Sole proprietorship or partnership not in startup mode,Disagree,Web developer,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,8,Computer science or software engineering,30001-40000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45640,100 to 499 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Computer science or software engineering,130001-140000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45645,10000 or more employees,Publicly-traded corporation,Disagree,Web developer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,Fine arts or performing arts,120001-130000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
45646,10000 or more employees,Publicly-traded corporation,Disagree,Web developer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,Computer science or software engineering,100001-110000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45656,Fewer than 10 employees,Pre-series A startup,Strongly disagree,Web developer,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,8,Computer science or software engineering,80001-90000,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
45662,20 to 99 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,Information technology networking or system administration,80001-90000,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45682,20 to 99 employees,Privately-held limited company not in startup mode,Disagree,Graphics programming,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,8,Computer engineering or electrical/electronics engineering,20001-30000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
45684,20 to 99 employees,Privately-held limited company not in startup mode,Disagree,Mobile developer,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,Computer science or software engineering,110001-120000,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
45694,100 to 499 employees,Sole proprietorship or partnership not in startup mode,Agree,Web developer,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,7,Computer science or software engineering,1-10000,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
45695,20 to 99 employees,Sole proprietorship or partnership not in startup mode,Somewhat agree,Web developer,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,8,Computer science or software engineering,40001-50000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
45696,500 to 999 employees,Sole proprietorship or partnership not in startup mode,Agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,6,Computer science or software engineering,60001-70000,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
45715,100 to 499 employees,Government agency or public school/university,Somewhat agree,Web developer,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,10,Mathematics or statistics,1-10000,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0
45718,1000 to 4999 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,Computer science or software engineering,1-10000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
45719,20 to 99 employees,Venture-funded startup,Agree,Web developer,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Computer science or software engineering,10001-20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45722,100 to 499 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,6,Computer science or software engineering,1-10000,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0
45725,10 to 19 employees,Sole proprietorship or partnership not in startup mode,Disagree,Mobile developer,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,8,Fine arts or performing arts,40001-50000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45726,10 to 19 employees,Venture-funded startup,Disagree,Web developer,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,A humanities discipline,80001-90000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45733,10000 or more employees,Privately-held limited company not in startup mode,Agree,Embedded applications/devices developer,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Computer engineering or electrical/electronics engineering,1-10000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45739,20 to 99 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,8,Computer science or software engineering,40001-50000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45752,1000 to 4999 employees,Privately-held limited company not in startup mode,Strongly disagree,Other,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,7,Computer science or software engineering,20001-30000,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
45757,10000 or more employees,Publicly-traded corporation,Somewhat agree,Web developer,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Computer science or software engineering,40001-50000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45760,20 to 99 employees,Sole proprietorship or partnership not in startup mode,Agree,Web developer,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,A business discipline,20001-30000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45766,100 to 499 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Computer science or software engineering,1-10000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45770,20 to 99 employees,Sole proprietorship or partnership not in startup mode,Disagree,Web developer,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5,Computer programming or Web development,30001-40000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
45771,20 to 99 employees,Privately-held limited company not in startup mode,Agree,Web developer,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4,Computer science or software engineering,40001-50000,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0
45775,Fewer than 10 employees,Privately-held limited company not in startup mode,Somewhat agree,Mobile developer,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,7,Computer science or software engineering,20001-30000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45787,100 to 499 employees,Publicly-traded corporation,Agree,Desktop applications developer,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Computer science or software engineering,100001-110000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
45796,20 to 99 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,Computer engineering or electrical/electronics engineering,140001-150000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
45799,Fewer than 10 employees,Privately-held limited company not in startup mode,Somewhat agree,Web developer,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,7,Computer programming or Web development,1-10000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45816,500 to 999 employees,Sole proprietorship or partnership not in startup mode,Disagree,Web developer,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,2,Computer science or software engineering,10001-20000,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
45843,10000 or more employees,Publicly-traded corporation,Somewhat agree,Web developer,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,8,Computer science or software engineering,100001-110000,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
45844,5000 to 9999 employees,Government agency or public school/university,Disagree,Web developer,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,A humanities discipline,70001-80000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45847,10000 or more employees,Publicly-traded corporation,Somewhat agree,Web developer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,Information technology networking or system administration,170001-180000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
